,Word,Length,Freq_HAL,Log_Freq_HAL,I_Mean_RT,I_Zscore,I_SD,Obs,I_Mean_Accuracy
23011,motorway,8,227,5.42,875.59,3.5028248587570627,285.69,32.0,0.94
23012,mottle,6,10,2.3,973.9,4.293785310734464,420.05,10.0,0.3
23013,mottled,7,191,5.25,836.44,3.6158192090395485,337.03,16.0,0.48
23014,motto,5,2124,7.66,710.26,1.8644067796610175,378.57,31.0,0.91
23015,mould,5,913,6.82,723.38,2.4011299435028253,221.6,13.0,0.42
23016,mouldering,10,25,3.22,914.0,4.124293785310734,243.84,13.0,0.46
23017,moulding,8,274,5.61,909.71,3.870056497175142,500.3,24.0,0.75
23018,mound,5,1432,7.27,630.79,1.4406779661016953,184.03,29.0,0.88
23019,mounded,7,18,2.89,646.94,2.203389830508475,225.04,31.0,0.94
23020,mounds,6,663,6.5,696.38,2.033898305084746,224.63,32.0,0.97
23021,mount,5,18145,9.81,675.41,1.6384180790960456,255.1,29.0,0.88
23022,mountain,8,34727,10.46,587.88,0.9604519774011305,203.92,33.0,1.0
23023,mountaineer,11,99,4.6,940.69,4.011299435028249,317.44,32.0,0.91
23024,mountaineering,14,425,6.05,1018.34,5.56497175141243,271.18,29.0,0.88
23025,mountainous,11,490,6.19,962.9,4.435028248587571,385.69,29.0,0.94
23026,mountainously,13,0,0.0,1120.5,5.56497175141243,415.37,24.0,0.86
23027,mountains,9,9178,9.12,616.65,1.3276836158192094,124.79,34.0,1.0
23028,mountainside,12,146,4.98,886.5,3.7288135593220337,342.39,32.0,0.91
23029,mountainsides,13,45,3.81,1192.19,6.15819209039548,425.67,27.0,0.9
23030,mountaintop,11,90,4.5,837.1,4.011299435028249,221.0,30.0,0.97
23031,mounted,7,8934,9.1,659.94,1.5819209039548028,162.45,31.0,0.97
23032,Mountie,7,108,4.68,826.6,3.9830508474576276,230.76,15.0,0.45
23033,mounting,8,4678,8.45,666.39,1.6384180790960456,188.91,33.0,0.97
23034,mountings,9,65,4.17,729.26,2.429378531073447,252.88,27.0,0.82
23035,mounts,6,2063,7.63,636.81,1.8644067796610175,180.44,31.0,0.94
23036,mourn,5,571,6.35,684.84,2.203389830508475,248.39,32.0,0.97
23037,mourned,7,129,4.86,779.14,3.050847457627119,273.89,29.0,0.88
23038,mourner,7,28,3.33,706.37,2.5423728813559325,177.14,27.0,0.82
23039,mourners,8,117,4.76,729.67,2.8813559322033906,246.85,30.0,0.91
23040,mournful,8,135,4.91,765.94,2.4011299435028253,206.62,32.0,0.97
23041,mournfully,10,44,3.78,797.45,3.1638418079096047,185.32,31.0,0.91
23042,mourning,8,2042,7.62,674.66,2.1186440677966107,212.29,32.0,0.97
23043,mouse,5,37838,10.54,623.12,0.9039548022598876,232.33,33.0,0.94
23044,mousetrap,9,213,5.36,752.4,2.4858757062146895,321.28,35.0,1.0
23045,moussaka,8,14,2.64,983.64,4.7175141242937855,565.83,11.0,0.32
23046,mousse,6,406,6.01,814.75,2.994350282485876,273.66,20.0,0.65
23047,moustache,9,457,6.12,959.56,3.2203389830508478,608.13,25.0,0.89
23048,mousy,5,86,4.45,871.38,3.870056497175142,317.06,16.0,0.52
23049,mouth,5,34157,10.44,537.91,0.7062146892655369,145.72,34.0,1.0
23050,mouthed,7,392,5.97,763.3,2.796610169491526,234.15,30.0,0.94
23051,mouthful,8,492,6.2,666.06,1.7231638418079098,179.9,34.0,1.0
23052,mouthing,8,371,5.92,681.97,2.090395480225989,165.82,31.0,0.94
23053,mouthpiece,10,832,6.72,720.97,2.1186440677966107,265.8,32.0,0.97
23054,mouthpieces,11,121,4.8,766.21,2.5706214689265536,286.2,33.0,1.0
23055,mouths,6,2195,7.69,634.13,1.3276836158192094,256.32,31.0,0.94
23056,mouthwash,9,134,4.9,660.82,1.8644067796610175,242.94,34.0,0.97
23057,movable,7,446,6.1,800.56,2.6271186440677967,363.3,32.0,0.94
23058,move,4,80091,11.29,611.91,1.2711864406779667,277.32,33.0,1.0
23059,moved,5,34884,10.46,637.74,1.2146892655367236,312.98,34.0,1.0
23060,movement,8,30554,10.33,659.64,1.6949152542372885,201.25,33.0,1.0
23061,movements,9,7385,8.91,670.53,1.610169491525424,184.92,30.0,0.94
23062,mover,5,889,6.79,688.59,1.8079096045197742,235.92,27.0,0.82
23063,movers,6,348,5.85,697.25,1.9209039548022604,225.63,32.0,1.0
23064,moves,5,19643,9.89,568.24,0.9039548022598876,123.45,34.0,1.0
23065,movie,5,61248,11.02,587.18,1.0169491525423733,358.43,34.0,1.0
23066,movies,6,30450,10.32,612.06,1.1016949152542377,181.13,32.0,0.97
23067,moving,6,36725,10.51,668.06,1.2711864406779667,272.13,32.0,0.97
23068,movingly,8,21,3.04,917.14,3.1638418079096047,456.21,29.0,0.85
23069,mow,3,761,6.63,736.33,2.8531073446327686,259.35,27.0,0.77
23070,mowed,5,241,5.48,750.92,2.6553672316384187,243.55,25.0,0.74
23071,mower,5,451,6.11,817.79,2.68361581920904,302.06,28.0,0.85
23072,Mozambique,10,420,6.04,807.0,3.7853107344632777,218.76,18.0,0.56
23073,Mozart,6,2178,7.69,711.07,2.288135593220339,284.77,30.0,1.0
23074,Mozart's,8,305,5.72,634.65,1.7796610169491527,165.18,31.0,0.91
23075,mu,2,10173,9.23,1099.5,6.807909604519774,101.12,2.0,0.06
23076,much,4,483898,13.09,593.97,1.0734463276836161,195.52,32.0,1.0
23077,muck,4,1235,7.12,719.41,2.6271186440677967,182.03,27.0,0.79
23078,mucker,6,28,3.33,738.82,2.68361581920904,235.39,11.0,0.34
23079,muckheap,8,0,0.0,1220.71,6.694915254237288,421.23,7.0,0.21
23080,mucking,7,437,6.08,896.31,3.7288135593220337,294.08,13.0,0.41
23081,mucky,5,93,4.53,774.24,3.531073446327684,175.13,21.0,0.66
23082,mucosa,6,77,4.34,943.0,4.519774011299436,278.3,6.0,0.18
23083,mucous,6,304,5.72,816.26,3.3615819209039555,207.26,19.0,0.56
23084,mucus,5,419,6.04,818.04,3.0790960451977405,243.4,28.0,0.88
23085,mud,3,11445,9.35,556.58,0.9604519774011305,95.18,33.0,0.97
23086,muddied,7,79,4.37,798.14,3.3050847457627124,188.35,22.0,0.71
23087,muddle,6,317,5.76,660.0,2.344632768361582,195.7,24.0,0.75
23088,muddling,8,85,4.44,812.35,3.0225988700564974,255.39,23.0,0.68
23089,muddy,5,1599,7.38,725.67,1.5819209039548028,340.01,33.0,1.0
23090,mudflat,7,7,1.95,999.62,4.887005649717514,574.47,13.0,0.38
23091,mudguard,8,19,2.94,1165.57,5.76271186440678,464.6,14.0,0.44
23092,mudslinger,10,6,1.79,964.65,4.519774011299436,388.09,31.0,0.91
23093,mudslinging,11,87,4.47,1107.69,6.327683615819209,294.75,16.0,0.5
23094,muff,4,348,5.85,724.33,3.0225988700564974,143.21,18.0,0.51
23095,muffin,6,991,6.9,611.59,1.4689265536723166,136.91,34.0,0.97
23096,muffins,7,401,5.99,709.58,1.8644067796610175,377.04,31.0,0.97
23097,muffle,6,93,4.53,733.9,2.4011299435028253,239.57,31.0,0.89
23098,muffled,7,651,6.48,720.06,2.344632768361582,224.08,31.0,0.91
23099,muffler,7,539,6.29,714.37,2.4858757062146895,218.16,30.0,0.86
23100,muffling,8,56,4.03,802.54,3.1073446327683616,221.05,28.0,0.85
23101,mug,3,1642,7.4,664.21,1.2711864406779667,266.89,34.0,0.97
23102,mugged,6,368,5.91,686.37,1.9774011299435033,271.28,30.0,0.88
23103,mugger,6,241,5.48,760.97,2.7683615819209044,270.54,29.0,0.91
23104,muggers,7,165,5.11,761.8,2.7683615819209044,253.48,30.0,0.91
23105,muggy,5,53,3.97,729.53,2.1186440677966107,184.47,30.0,0.88
23106,mugs,4,655,6.48,662.42,1.355932203389831,234.67,33.0,1.0
23107,Muhammad,8,2709,7.9,813.19,3.531073446327684,289.92,31.0,0.94
23108,mulberry,8,146,4.98,785.67,3.3615819209039555,219.19,30.0,0.91
23109,mulch,5,351,5.86,745.21,2.3163841807909606,310.06,29.0,0.88
23110,mulching,8,79,4.37,908.27,3.7853107344632777,301.02,22.0,0.69
23111,mule,4,1488,7.31,575.76,0.8192090395480232,104.87,34.0,1.0
23112,mules,5,398,5.99,672.06,1.9774011299435033,290.32,31.0,0.91
23113,mull,4,252,5.53,745.04,3.050847457627119,199.31,24.0,0.69
23114,mullet,6,142,4.96,728.63,2.6271186440677967,202.97,32.0,0.97
23115,mulling,7,188,5.24,805.44,4.03954802259887,235.06,25.0,0.76
23116,multichannel,12,263,5.57,934.86,4.858757062146893,362.91,28.0,0.88
23117,multicolor,10,281,5.64,758.46,2.4011299435028253,257.13,28.0,0.85
23118,multicolored,12,226,5.42,945.28,4.03954802259887,413.15,32.0,0.97
23119,multidimensional,16,601,6.4,931.68,4.943502824858758,352.05,25.0,0.89
23120,multifarious,12,47,3.85,1006.67,6.186440677966102,382.68,9.0,0.27
23121,multiform,9,7,1.95,947.93,4.491525423728814,280.05,28.0,0.88
23122,multilateral,12,415,6.03,1029.08,5.819209039548023,366.02,25.0,0.83
23123,multilingual,12,794,6.68,1094.59,5.56497175141243,498.79,27.0,0.84
23124,multimillionaire,16,61,4.11,1161.63,6.271186440677967,461.14,24.0,0.89
23125,multiple,8,44662,10.71,686.0,1.666666666666667,294.84,32.0,1.0
23126,multiplex,9,360,5.89,812.44,2.9661016949152548,339.81,32.0,0.97
23127,multiplication,14,1167,7.06,791.88,2.937853107344633,284.23,34.0,1.0
23128,multiplicity,12,549,6.31,824.09,2.7683615819209044,382.62,34.0,1.0
23129,multiplied,10,921,6.83,889.56,3.3898305084745766,363.92,34.0,1.0
23130,multiplies,10,663,6.5,806.18,2.740112994350283,327.76,34.0,1.0
23131,multiply,8,3467,8.15,677.94,1.9491525423728817,218.42,34.0,1.0
23132,multiplying,11,689,6.54,734.03,2.514124293785311,244.67,32.0,0.97
23133,multipurpose,12,364,5.9,856.94,3.4463276836158196,349.88,33.0,0.97
23134,multiracial,11,151,5.02,924.0,4.858757062146893,366.56,28.0,0.82
23135,multistage,10,26,3.26,1168.7,6.355932203389831,246.35,10.0,0.33
23136,multitude,9,1932,7.57,731.59,2.4011299435028253,263.28,32.0,0.94
23137,multitudes,10,389,5.96,875.68,3.5593220338983054,326.56,31.0,0.91
23138,multitudinous,13,108,4.68,1272.0,6.327683615819209,663.87,10.0,0.32
23139,mum,3,1450,7.28,766.46,2.429378531073447,374.44,26.0,0.81
23140,mumble,6,588,6.38,738.43,2.090395480225989,208.95,28.0,0.85
23141,mumbled,7,680,6.52,839.31,3.276836158192091,310.65,26.0,0.84
23142,mumbling,8,444,6.1,890.0,3.474576271186441,469.62,25.0,0.81
23143,mummies,7,170,5.14,739.28,2.5706214689265536,193.44,29.0,0.94
23144,mummification,13,27,3.3,978.41,5.847457627118644,209.47,22.0,0.73
23145,mummified,9,141,4.95,739.7,2.711864406779662,171.07,27.0,0.87
23146,mummify,7,9,2.2,766.81,3.6723163841807915,209.54,27.0,0.82
23147,mummy,5,2654,7.88,676.13,2.0621468926553677,188.11,32.0,0.97
23148,mumps,5,975,6.88,756.07,2.5706214689265536,309.47,28.0,0.82
23149,munch,5,1219,7.11,784.12,2.514124293785311,364.64,26.0,0.79
23150,munched,7,183,5.21,720.36,2.3163841807909606,207.83,28.0,0.82
23151,munching,8,281,5.64,757.75,2.8813559322033906,220.15,32.0,0.94
23152,mundane,7,1930,7.57,735.97,2.3728813559322037,211.28,29.0,0.85
23153,Munich,6,2859,7.96,767.07,2.9096045197740117,223.76,28.0,0.88
23154,Munich's,8,10,2.3,818.71,3.531073446327684,206.15,21.0,0.68
23155,municipal,9,2143,7.67,721.77,2.4858757062146895,228.61,31.0,0.91
23156,municipalities,14,765,6.64,1065.69,5.423728813559324,472.54,26.0,0.84
23157,municipality,12,543,6.3,988.83,4.548022598870057,443.58,29.0,0.88
23158,municipality's,14,5,1.61,1205.82,6.638418079096046,386.38,22.0,0.71
23159,municipally,11,5,1.61,907.15,4.350282485875707,238.02,26.0,0.84
23160,munificence,11,18,2.89,1069.0,4.80225988700565,641.44,4.0,0.13
23161,munificent,10,41,3.71,914.11,3.333333333333334,201.6,9.0,0.29
23162,munition,8,150,5.01,900.93,4.80225988700565,197.75,15.0,0.44
23163,munitions,9,620,6.43,1058.31,4.971751412429379,442.01,13.0,0.37
23164,mural,5,257,5.55,608.57,1.4124293785310738,170.3,28.0,0.85
23165,murder,6,19075,9.86,623.06,0.9322033898305091,290.4,33.0,0.97
23166,murdered,8,4064,8.31,651.77,1.4406779661016953,203.63,31.0,0.91
23167,murderer,8,1996,7.6,759.41,2.288135593220339,314.42,32.0,0.97
23168,murderers,9,1822,7.51,749.44,3.2485875706214697,280.18,32.0,0.97
23169,murderer's,10,69,4.23,734.29,2.514124293785311,335.36,31.0,1.0
23170,murdering,9,1098,7.0,724.55,2.740112994350283,220.22,33.0,0.94
23171,murderous,9,843,6.74,770.38,2.68361581920904,270.03,32.0,0.97
23172,murders,7,3324,8.11,659.76,1.666666666666667,164.33,34.0,1.0
23173,murk,4,1305,7.17,712.05,2.5706214689265536,216.04,21.0,0.64
23174,murky,5,548,6.31,692.93,2.3163841807909606,198.85,28.0,0.82
23175,murmur,6,283,5.65,799.27,3.050847457627119,299.45,33.0,0.94
23176,murmured,8,411,6.02,885.89,3.7288135593220337,353.05,27.0,0.82
23177,murmuring,9,102,4.62,858.47,3.3898305084745766,261.99,30.0,0.97
23178,Murray,6,8161,9.01,682.53,2.288135593220339,261.87,32.0,0.97
23179,Murray's,8,272,5.61,816.23,2.4858757062146895,350.39,31.0,0.91
23180,muscle,6,9316,9.14,597.85,1.1581920903954805,158.39,34.0,1.0
23181,muscled,7,424,6.05,775.4,3.333333333333334,234.35,25.0,0.78
23182,muscleman,9,13,2.56,877.61,4.237288135593221,376.13,28.0,0.82
23183,musclemen,9,8,2.08,838.61,3.333333333333334,257.0,28.0,0.9
23184,muscles,7,7457,8.92,666.7,1.4689265536723166,287.86,33.0,0.97
23185,muscular,8,2887,7.97,703.41,2.259887005649718,228.97,34.0,1.0
23186,musculature,11,212,5.36,1071.17,5.508474576271187,299.21,12.0,0.43
23187,muse,4,1301,7.17,669.76,2.259887005649718,166.19,29.0,0.91
23188,mused,5,379,5.94,840.88,2.6553672316384187,325.79,32.0,0.94
23189,muses,5,456,6.12,684.52,2.175141242937854,157.04,23.0,0.72
23190,museum,6,10047,9.22,701.44,2.0621468926553677,267.67,32.0,1.0
23191,museums,7,2155,7.68,786.21,2.711864406779662,356.46,33.0,0.97
23192,mush,4,2549,7.84,729.9,1.6384180790960456,364.61,30.0,0.88
23193,mushroom,8,1873,7.54,641.38,1.5819209039548028,246.55,34.0,0.97
23194,mushrooming,11,43,3.76,833.58,3.4463276836158196,369.4,31.0,0.91
23195,mushrooms,9,2503,7.83,663.65,1.7514124293785316,171.4,34.0,0.97
23196,mushy,5,579,6.36,648.26,1.6949152542372885,132.13,27.0,0.84
23197,music,5,134404,11.81,554.41,0.6779661016949154,137.17,32.0,0.97
23198,musical,7,14696,9.6,614.18,1.6949152542372885,168.41,34.0,1.0
23199,musicality,10,150,5.01,998.5,5.310734463276836,441.03,22.0,0.69
23200,musically,9,1280,7.15,755.13,2.5423728813559325,302.26,30.0,0.94
23201,musicals,8,880,6.78,667.91,1.7514124293785316,266.94,33.0,1.0
23202,musician,8,4686,8.45,723.62,2.175141242937854,215.84,34.0,1.0
23203,musicians,9,6787,8.82,686.0,1.7231638418079098,238.75,33.0,1.0
23204,musician's,10,395,5.98,741.56,2.5706214689265536,249.06,32.0,0.97
23205,musicianship,12,307,5.73,1063.21,6.15819209039548,437.34,19.0,0.68
23206,musicologists,13,42,3.74,993.46,6.4124293785310735,201.04,13.0,0.46
23207,musing,6,193,5.26,789.92,2.514124293785311,313.15,25.0,0.74
23208,musings,7,430,6.06,746.26,3.3615819209039555,192.8,23.0,0.68
23209,musk,4,216,5.38,633.0,1.299435028248588,194.21,30.0,0.88
23210,musket,6,191,5.25,852.87,2.9661016949152548,325.94,30.0,0.88
23211,musketeer,9,87,4.47,768.82,3.0225988700564974,249.89,33.0,0.97
23212,muskets,7,395,5.98,743.94,2.8531073446327686,263.3,31.0,0.89
23213,muskrat,7,53,3.97,728.27,2.9661016949152548,160.6,26.0,0.79
23214,musky,5,326,5.79,646.88,1.4971751412429382,149.44,32.0,0.94
23215,Muslim,6,12182,9.41,677.94,2.0056497175141246,117.45,32.0,0.94
23216,Muslims,7,11493,9.35,677.04,2.203389830508475,222.37,28.0,0.93
23217,muslin,6,176,5.17,851.19,3.5593220338983054,432.76,16.0,0.5
23218,muss,4,812,6.7,717.0,2.033898305084746,298.24,16.0,0.52
23219,mussel,6,54,3.99,718.07,2.68361581920904,194.09,28.0,0.82
23220,mussels,7,138,4.93,748.42,2.4011299435028253,258.13,26.0,0.79
23221,Mussolini,9,463,6.14,952.42,4.378531073446328,338.9,31.0,0.91
23222,Mussolini's,11,51,3.93,1006.64,5.480225988700566,336.01,25.0,0.86
23223,must,4,306094,12.63,611.25,1.1299435028248592,248.71,32.0,0.97
23224,mustache,8,487,6.19,691.61,2.344632768361582,180.19,31.0,0.97
23225,mustached,9,30,3.4,791.94,2.796610169491526,335.63,31.0,0.94
23226,mustaches,9,49,3.89,787.9,2.937853107344633,295.95,31.0,0.94
23227,mustang,7,3002,8.01,702.76,2.175141242937854,264.87,33.0,1.0
23228,mustangs,8,531,6.27,733.42,2.4858757062146895,248.18,31.0,0.97
23229,mustard,7,1664,7.42,654.72,1.5254237288135597,302.44,32.0,0.91
23230,muster,6,1178,7.07,735.28,2.5423728813559325,195.36,29.0,0.88
23231,mustered,8,138,4.93,800.45,3.3898305084745766,187.08,31.0,0.94
23232,mustering,9,40,3.69,864.15,3.870056497175142,390.4,27.0,0.79
23233,mustiness,9,5,1.61,918.21,4.661016949152542,447.16,14.0,0.44
23234,mustn't,7,516,6.25,976.75,5.112994350282487,394.5,16.0,0.55
23235,must've,7,839,6.73,952.05,3.7570621468926557,474.14,20.0,0.61
23236,musty,5,180,5.19,696.65,2.146892655367232,282.91,26.0,0.81
23237,mutable,7,160,5.08,781.21,2.711864406779662,296.7,28.0,0.82
23238,mutant,6,3461,8.15,738.23,2.0056497175141246,339.15,31.0,0.94
23239,mutants,7,3736,8.23,772.06,2.7683615819209044,278.87,33.0,1.0
23240,mutate,6,312,5.74,719.3,2.203389830508475,195.68,33.0,0.94
23241,mutation,8,3851,8.26,787.41,2.6271186440677967,420.32,32.0,0.97
23242,mutational,10,37,3.61,1121.83,5.649717514124294,495.0,18.0,0.69
23243,mutations,9,1271,7.15,801.16,2.7683615819209044,300.65,31.0,0.91
23244,mute,4,1377,7.23,563.5,0.5649717514124297,125.83,32.0,0.97
23245,muted,5,442,6.09,684.0,2.033898305084746,190.74,29.0,0.88
23246,mutely,6,39,3.66,777.25,3.050847457627119,335.92,28.0,0.82
23247,mutilate,8,292,5.68,903.96,3.6723163841807915,450.66,28.0,0.9
23248,mutilated,9,612,6.42,892.39,4.011299435028249,385.6,23.0,0.7
23249,mutilation,10,947,6.85,817.5,3.418079096045198,225.55,28.0,0.88
23250,mutineer,8,7,1.95,819.36,4.096045197740113,216.35,14.0,0.44
23251,mutinies,8,13,2.56,756.62,4.661016949152542,247.01,13.0,0.39
23252,mutinous,8,25,3.22,859.2,4.237288135593221,299.1,15.0,0.48
23253,mutiny,6,398,5.99,858.32,3.6158192090395485,301.89,28.0,0.82
23254,mutt,4,442,6.09,617.23,1.7231638418079098,133.5,26.0,0.76
23255,mutter,6,393,5.97,674.29,1.8079096045197742,229.56,31.0,0.91
23256,muttered,8,824,6.71,732.03,2.429378531073447,217.96,35.0,1.0
23257,mutterers,9,1,0.0,911.92,4.124293785310734,338.08,13.0,0.43
23258,muttering,9,417,6.03,752.13,2.6271186440677967,248.7,31.0,0.94
23259,mutters,7,153,5.03,713.86,2.090395480225989,256.0,28.0,0.85
23260,mutton,6,168,5.12,810.91,2.9096045197740117,207.59,22.0,0.65
23261,mutual,6,9352,9.14,676.36,1.7796610169491527,212.61,33.0,1.0
23262,mutuality,9,30,3.4,941.68,3.587570621468927,511.02,31.0,0.97
23263,mutually,8,2509,7.83,717.28,2.6553672316384187,273.77,32.0,0.94
23264,muzak,5,207,5.33,1252.0,8.220338983050848,478.0,2.0,0.06
23265,muzzle,6,1887,7.54,629.0,1.4689265536723166,259.9,29.0,0.88
23266,muzzles,7,89,4.49,790.96,2.6271186440677967,478.48,26.0,0.81
23267,my,2,1768938,14.39,590.16,1.1581920903954805,145.93,31.0,0.91
23268,Mycenae,7,26,3.26,874.88,4.7740112994350286,271.62,8.0,0.24
23269,Mylar,5,670,6.51,931.83,3.7005649717514126,380.07,18.0,0.55
23270,myocardial,10,117,4.76,898.22,4.830508474576272,216.4,9.0,0.3
23271,myocardium,10,14,2.64,1216.33,6.553672316384182,241.6,6.0,0.21
23272,myopia,6,343,5.84,792.29,3.3615819209039555,184.64,17.0,0.52
23273,myopic,6,330,5.8,796.36,3.418079096045198,291.11,14.0,0.44
23274,myosin,6,147,4.99,1071.64,6.045197740112995,457.64,11.0,0.35
23275,myriad,6,1482,7.3,707.12,2.4576271186440684,248.27,25.0,0.76
23276,myrrh,5,105,4.65,877.43,4.548022598870057,470.82,7.0,0.2
23277,myself,6,92699,11.44,627.32,1.3276836158192094,232.35,34.0,0.97
23278,mysteries,9,2388,7.78,707.03,2.288135593220339,282.01,33.0,0.97
23279,mysterious,10,5453,8.6,773.38,2.5706214689265536,298.58,34.0,0.97
23280,mystery,7,10205,9.23,592.79,1.1299435028248592,155.11,34.0,1.0
23281,mystic,6,3432,8.14,661.65,1.6949152542372885,169.21,34.0,0.97
23282,mystical,8,2379,7.77,712.41,2.0056497175141246,331.8,34.0,0.97
23283,mysticism,9,1220,7.11,816.0,3.0790960451977405,299.88,24.0,0.73
23284,mystics,7,488,6.19,677.88,1.5819209039548028,200.51,34.0,1.0
23285,mystification,13,53,3.97,1074.32,4.350282485875707,503.83,31.0,0.91
23286,mystified,9,319,5.77,733.0,2.3163841807909606,195.87,35.0,0.97
23287,mystify,7,30,3.4,707.03,2.259887005649718,273.42,32.0,1.0
23288,mystique,8,908,6.81,772.79,2.6553672316384187,301.78,33.0,0.97
23289,myth,4,8162,9.01,610.31,0.9887005649717517,176.33,32.0,0.97
23290,mythic,6,332,5.81,686.63,2.175141242937854,192.47,27.0,0.82
23291,mythical,8,1484,7.3,712.15,1.8926553672316389,341.43,34.0,1.0
23292,mythological,12,630,6.45,798.19,3.2203389830508478,224.49,32.0,0.97
23293,mythologies,11,216,5.38,792.88,3.4463276836158196,246.61,33.0,1.0
23294,mythology,9,2585,7.86,709.76,2.4011299435028253,197.83,34.0,1.0
23295,myths,5,3624,8.2,614.91,1.2711864406779667,176.84,33.0,1.0
23296,nab,3,319,5.77,853.96,4.1807909604519775,257.96,24.0,0.71
23297,nabbed,6,148,5.0,914.63,3.6440677966101696,428.89,27.0,0.82
23298,Nabisco,7,144,4.97,741.55,2.7683615819209044,203.85,31.0,0.94
23299,Nadine,6,564,6.34,918.56,4.293785310734464,337.66,25.0,0.71
23300,Nadine's,8,21,3.04,848.86,3.7005649717514126,224.84,22.0,0.67
23301,nag,3,804,6.69,708.15,2.033898305084746,186.78,34.0,1.0
23302,Nagasaki,8,634,6.45,1014.17,5.9604519774011315,394.42,18.0,0.53
23303,nagged,6,65,4.17,726.88,2.1186440677966107,168.75,32.0,1.0
23304,nagging,7,800,6.68,687.7,2.0621468926553677,186.45,33.0,1.0
23305,nail,4,4603,8.43,544.06,0.6497175141242939,133.64,34.0,1.0
23306,nailed,6,1546,7.34,667.75,1.5819209039548028,252.68,32.0,1.0
23307,nailing,7,269,5.59,750.55,2.288135593220339,334.2,31.0,0.97
23308,nails,5,4368,8.38,556.65,0.7062146892655369,165.0,31.0,0.91
23309,Nairobi,7,254,5.54,893.9,3.7005649717514126,301.23,21.0,0.62
23310,naive,5,4854,8.49,665.13,1.6384180790960456,218.69,30.0,0.91
23311,naively,7,342,5.83,862.84,3.813559322033899,312.28,25.0,0.83
23312,naivete,7,315,5.75,938.93,6.016949152542374,319.08,14.0,0.41
23313,naivety,7,83,4.42,945.48,4.265536723163842,336.93,23.0,0.72
23314,naked,5,13367,9.5,594.8,0.7909604519774016,186.65,35.0,1.0
23315,nakedly,7,40,3.69,768.79,2.740112994350283,282.07,29.0,0.91
23316,nakedness,9,354,5.87,710.53,2.259887005649718,204.45,32.0,1.0
23317,Nam,3,6319,8.75,927.0,3.954802259887006,382.25,6.0,0.2
23318,name,4,297695,12.6,617.38,1.1299435028248592,310.42,34.0,1.0
23319,named,5,32210,10.38,645.82,1.2429378531073452,208.65,33.0,1.0
23320,namedrop,8,6,1.79,936.35,4.03954802259887,271.65,20.0,0.65
23321,nameless,8,2661,7.89,682.32,1.9209039548022604,228.27,34.0,1.0
23322,namely,6,5995,8.7,749.55,2.1186440677966107,275.96,31.0,0.91
23323,nameplate,9,199,5.29,783.78,2.6553672316384187,245.57,27.0,0.79
23324,names,5,65155,11.08,545.46,0.5367231638418082,108.0,35.0,1.0
23325,name's,6,725,6.59,631.88,1.7514124293785316,205.36,32.0,0.97
23326,namesake,8,216,5.38,738.47,2.7683615819209044,167.98,34.0,1.0
23327,Namibia,7,294,5.68,1016.2,5.395480225988702,270.97,10.0,0.3
23328,naming,6,3670,8.21,684.11,1.8079096045197742,200.75,28.0,0.85
23330,Nancy,5,10088,9.22,656.29,1.6384180790960456,181.75,31.0,0.94
23331,nanny,5,787,6.67,651.56,1.8644067796610175,179.72,34.0,1.0
23332,Nantucket,9,178,5.18,745.87,2.937853107344633,239.18,30.0,0.88
23333,Naomi,5,1020,6.93,809.03,3.0790960451977405,204.73,29.0,0.85
23334,nap,3,1644,7.4,604.12,1.0451977401129948,163.6,34.0,1.0
23335,napalm,6,777,6.66,781.62,3.5028248587570627,176.49,13.0,0.41
23336,nape,4,175,5.16,779.41,3.2485875706214697,262.83,22.0,0.65
23337,napkin,6,316,5.76,603.97,0.8474576271186446,178.86,31.0,0.94
23338,napkins,7,385,5.95,580.0,1.0169491525423733,139.2,33.0,1.0
23339,Naples,6,519,6.25,731.33,2.175141242937854,180.68,36.0,0.97
23340,Napoleon,8,1464,7.29,791.87,3.0790960451977405,336.78,30.0,0.97
23341,Napoleonic,10,360,5.89,1031.46,5.338983050847458,399.05,26.0,0.81
23342,Napoleon's,10,317,5.76,803.38,3.050847457627119,300.16,32.0,0.97
23343,napped,6,92,4.52,735.79,2.0056497175141246,325.76,29.0,0.85
23344,napping,7,184,5.21,656.03,1.8361581920903958,142.95,31.0,0.91
23345,nappy,5,207,5.33,738.07,3.1073446327683616,326.4,27.0,0.82
23346,naps,4,303,5.71,640.19,1.0734463276836161,220.37,32.0,0.97
23347,narcissism,10,79,4.37,902.0,3.7853107344632777,309.04,29.0,0.88
23348,narcissist,10,22,3.09,890.15,3.7288135593220337,266.64,27.0,0.87
23349,Narcissus,9,76,4.33,992.31,5.0,483.76,26.0,0.87
23350,narcotic,8,554,6.32,761.97,2.711864406779662,258.53,33.0,0.94
23351,narcotics,9,1153,7.05,857.32,2.994350282485876,323.96,31.0,0.91
23352,narrate,7,70,4.25,687.07,2.090395480225989,189.65,30.0,0.94
23353,narrated,8,582,6.37,717.74,2.146892655367232,184.67,27.0,0.87
23354,narration,9,628,6.44,735.21,2.68361581920904,168.7,33.0,0.94
23355,narrative,9,1869,7.53,637.09,2.0621468926553677,172.39,33.0,1.0
23356,narratives,10,413,6.02,700.73,2.203389830508475,187.72,33.0,1.0
23357,narrator,8,771,6.65,724.53,2.175141242937854,285.55,32.0,0.94
23358,narrow,6,10049,9.22,579.97,1.0169491525423733,133.85,32.0,1.0
